form_family,schedule,line_number,item_description,column_role,mdrm_code,forms,start_date,notes
call,RC-E,M.3.a.(2),"RC-E Memoranda: Maturity/repricing time deposits $250,000 or less: Over three months through 12 months",mdrm_code,RCONHK08,031/041/051,2017-03-31,from Schedule RC-E Memoranda; single column
call,RC-E,M.3.a.(3),"RC-E Memoranda: Maturity/repricing time deposits $250,000 or less: Over one year through three years",mdrm_code,RCONHK09,031/041/051,2017-03-31,from Schedule RC-E Memoranda; single column
call,RC-E,M.3.a.(4),"RC-E Memoranda: Maturity/repricing time deposits $250,000 or less: Over three years",mdrm_code,RCONHK10,031/041/051,2017-03-31,from Schedule RC-E Memoranda; single column
call,RC-E,M.3.b,"RC-E Memoranda: Time deposits $250,000 or less with REMAINING MATURITY of one year or less",mdrm_code,RCONHK11,031/041/051,2017-03-31,from Schedule RC-E Memoranda; single column
call,RC-E,M.4.a.(1),"RC-E Memoranda: Maturity/repricing time deposits more than $250,000: Three months or less",mdrm_code,RCONHK12,031/041/051,2017-03-31,from Schedule RC-E Memoranda; single column
call,RC-E,M.4.a.(2),"RC-E Memoranda: Maturity/repricing time deposits more than $250,000: Over three months through 12 months",mdrm_code,RCONHK13,031/041/051,2017-03-31,from Schedule RC-E Memoranda; single column
call,RC-E,M.4.a.(3),"RC-E Memoranda: Maturity/repricing time deposits more than $250,000: Over one year through three years",mdrm_code,RCONHK14,031/041/051,2017-03-31,from Schedule RC-E Memoranda; single column
call,RC-E,M.4.a.(4),"RC-E Memoranda: Maturity/repricing time deposits more than $250,000: Over three years",mdrm_code,RCONHK15,031/041/051,2017-03-31,from Schedule RC-E Memoranda; single column
call,RC-E,M.4.b,"RC-E Memoranda: Time deposits more than $250,000 with REMAINING MATURITY of one year or less",mdrm_code,RCONK222,031/041/051,2017-03-31,from Schedule RC-E Memoranda; single column
call,RC-E,M.5,RC-E Memoranda: Does institution offer consumer deposit account products? (Yes=P752/No indicator),mdrm_code,RCONP752,031/041/051,2017-03-31,from Schedule RC-E Memoranda; single column
call,RC-E,M.6.a,RC-E Memoranda: Components of transaction account deposits of IPC: Noninterest-bearing consumer products,mdrm_code,RCONP753,031/041/051,2019-09-30,from Schedule RC-E Memoranda; single column
call,RC-E,M.6.b,RC-E Memoranda: Components of transaction account deposits of IPC: Interest-bearing consumer products,mdrm_code,RCONP754,031/041/051,2019-09-30,from Schedule RC-E Memoranda; single column
call,RC-E,M.7.a.(1),RC-E Memoranda: Components of nontransaction deposits of IPC: MMDA consumer products,mdrm_code,RCONP756,031/041/051,2019-09-30,from Schedule RC-E Memoranda; single column
call,RC-E,M.7.a.(2),RC-E Memoranda: Components of nontransaction deposits of IPC: All other MMDAs,mdrm_code,RCONP757,031/041/051,2019-09-30,from Schedule RC-E Memoranda; single column
call,RC-E,M.7.b.(1),RC-E Memoranda: Components of nontransaction deposits of IPC: Other savings consumer products,mdrm_code,RCONP758,031/041/051,2019-09-30,from Schedule RC-E Memoranda; single column
call,RC-E,M.7.b.(2),RC-E Memoranda: Components of nontransaction deposits of IPC: All other savings deposits,mdrm_code,RCONP759,031/041/051,2019-09-30,from Schedule RC-E Memoranda; single column
