form_family,schedule,line_number,item_description,column_role,mdrm_code,forms,start_date,notes
y9c,HC-M,12.a.,Intangible assets - Mortgage servicing assets,mdrm_code,BHCK3164,,1985-06-30,MSAs measured under ASC 860
y9c,HC-M,12.a.,Intangible assets - Mortgage servicing assets,call_mdrm,RCFD3164,,1985-06-30,MSAs measured under ASC 860
y9c,HC-M,12.a.(1),Intangible assets - Estimated fair value of mortgage servicing assets,mdrm_code,BHCK6438,,1993-03-31,Memo fair value of MSAs
y9c,HC-M,12.b.,Intangible assets - Goodwill,mdrm_code,BHCK3163,,1981-06-30,Goodwill from business combinations
y9c,HC-M,12.b.,Intangible assets - Goodwill,call_mdrm,RCFD3163,,1981-06-30,Goodwill from business combinations
y9c,HC-M,12.c.,Intangible assets - All other intangible assets,mdrm_code,BHCKJF76,,2018-06-30,"Core deposit intangibles, etc."
y9c,HC-M,12.c.,Intangible assets - All other intangible assets,call_mdrm,RCFDJF76,,2018-06-30,"Core deposit intangibles, etc."
y9c,HC-M,12.d.,"Intangible assets - Total (sum of 12.a, 12.b, 12.c)",mdrm_code,BHCT2143,,2018-06-30,Must equal Schedule HC item 10 (sum of goodwill 10.a + other intangibles 10.b)
y9c,HC-M,12.d.,"Intangible assets - Total (sum of 12.a, 12.b, 12.c)",call_mdrm,RCFD2143,,2018-06-30,Must equal Schedule HC item 10 (sum of goodwill 10.a + other intangibles 10.b)
y9c,HC-M,14.a.,Other borrowed money - Commercial paper,mdrm_code,BHCK2309,,1981-06-30,Component of HC item 16
y9c,HC-M,14.b.,Other borrowed money with a remaining maturity of one year or less,mdrm_code,BHCK2332,,1981-06-30,Component of HC item 16
y9c,HC-M,14.b.,Other borrowed money with a remaining maturity of one year or less,call_mdrm,RCFD2332,,1981-06-30,Component of HC item 16
y9c,HC-M,14.c.,Other borrowed money with a remaining maturity of more than one year,mdrm_code,BHCK2333,,1981-06-30,Component of HC item 16
y9c,HC-M,14.c.,Other borrowed money with a remaining maturity of more than one year,call_mdrm,RCFD2333,,1981-06-30,Component of HC item 16
y9c,HC-M,14.d.,"Other borrowed money - Total (sum of 14.a, 14.b, 14.c)",mdrm_code,BHCT3190,,2001-03-31,Must equal Schedule HC item 16
y9c,HC-M,14.d.,"Other borrowed money - Total (sum of 14.a, 14.b, 14.c)",call_mdrm,RCFD3190,,2001-03-31,Must equal Schedule HC item 16
y9c,HC-M,19.a.,"Sold or liquidated any nonfinancial equity investment since prior period? (1=Yes, 0=No)",mdrm_code,BHCKC700,,2005-03-31,Yes/No indicator; not required if filing FR Y-12
y9c,HC-M,19.b.,"Manage any nonfinancial equity investments for the benefit of others? (1=Yes, 0=No)",mdrm_code,BHCKC701,,2005-03-31,Yes/No indicator
y9c,HC-M,20.a.,Broker-dealer subsidiaries (4(k)(4)(E)) - Net assets,mdrm_code,BHCKC252,,2002-03-31,Completed by financial holding companies only
y9c,HC-M,20.b.(1),"Broker-dealer subsidiaries - Due from the holding company (parent only), gross",mdrm_code,BHCK4832,,2003-03-31,Intercompany receivable
y9c,HC-M,20.b.(2),"Broker-dealer subsidiaries - Due from subsidiary banks of the holding company, gross",mdrm_code,BHCK4833,,2003-03-31,Intercompany receivable
y9c,HC-M,20.b.(3),"Broker-dealer subsidiaries - Due from nonbank subsidiaries of the holding company, gross",mdrm_code,BHCK4834,,2003-03-31,Intercompany receivable
y9c,HC-M,20.c.(1),"Broker-dealer subsidiaries - Due to holding company (parent only), gross",mdrm_code,BHCK5041,,2003-03-31,Intercompany payable
y9c,HC-M,20.c.(2),"Broker-dealer subsidiaries - Due to subsidiary banks of the holding company, gross",mdrm_code,BHCK5043,,2003-03-31,Intercompany payable
y9c,HC-M,20.c.(3),"Broker-dealer subsidiaries - Due to nonbank subsidiaries of the holding company, gross",mdrm_code,BHCK5045,,2003-03-31,Intercompany payable
y9c,HC-M,20.d.,Broker-dealer subsidiaries - Intercompany liabilities (20.c) qualifying as subordinated to general creditors,mdrm_code,BHCK5047,,2003-03-31,Subordinated portion of 20.c balances
y9c,HC-M,23.a.,Secured liabilities - Federal funds purchased in domestic offices that are secured,mdrm_code,BHCKF064,,2006-09-30,Portion of HC item 14.a that is secured
y9c,HC-M,23.a.,Secured liabilities - Federal funds purchased in domestic offices that are secured,call_mdrm,RCONF064,,2006-09-30,Portion of HC item 14.a that is secured
y9c,HC-M,23.b.,Secured liabilities - 'Other borrowings' that are secured,mdrm_code,BHCKF065,,2006-09-30,Portion of HC-M item 14.d that is secured
y9c,HC-M,23.b.,Secured liabilities - 'Other borrowings' that are secured,call_mdrm,RCFDF065,,2006-09-30,Portion of HC-M item 14.d that is secured
y9c,HC-M,24.a.,U.S. Treasury Capital Purchase Program - Senior perpetual preferred stock or similar items,mdrm_code,BHCKG234,,2009-03-31,TARP CPP issuances
y9c,HC-M,24.b.,U.S. Treasury Capital Purchase Program - Warrants to purchase common stock or similar items,mdrm_code,BHCKG235,,2009-03-31,TARP CPP warrants
y9c,HC-M,7.a.,Captive insurance and reinsurance subsidiaries - Total assets of captive insurance subsidiaries,mdrm_code,BHCKK193,,2011-03-31,Completed annually (December); total assets before intercompany elimination
y9c,HC-M,7.a.,Captive insurance and reinsurance subsidiaries - Total assets of captive insurance subsidiaries,call_mdrm,RCFDK193,,2011-03-31,Completed annually (December); total assets before intercompany elimination
y9c,HC-M,7.b.,Captive insurance and reinsurance subsidiaries - Total assets of captive reinsurance subsidiaries,mdrm_code,BHCKK194,,2011-03-31,Completed annually (December)
y9c,HC-M,7.b.,Captive insurance and reinsurance subsidiaries - Total assets of captive reinsurance subsidiaries,call_mdrm,RCFDK194,,2011-03-31,Completed annually (December)
